upstream_run_id,spatial_condition,object_id,anchor_definition,scheduled_time,accepted_birth_time,opening_time,event_resolution,first_anchor_outside_time,whole_body_exit_time,delta_s,post_open_s,delta_over_post_open,anchor_return_count,observation_end,censor_status
r12ce_g1_2500s,r4_s0,3,head/assembly anchor c; occupied zero-offset site,1294,1294,1301,exact CTMC event; checkpoint-identical replay,1301.0177384438582,1301.025572767419,0.007834323560700795,0.02557276741890746,0.30635415527646087,4,1480,observed
r12ce_g1_2500s,r4_s0,4,head/assembly anchor c; occupied zero-offset site,1301,1301,1301,exact CTMC event; checkpoint-identical replay,1306.5477165962225,1306.5755951771905,0.02787858096803575,5.5755951771905075,0.0050001085233170595,6,1480,observed
r12ce_g1_2500s,r4_s0,5,head/assembly anchor c; occupied zero-offset site,1303,1303,1301,exact CTMC event; checkpoint-identical replay,1303.1156844783,1303.1196972600112,0.00401278171125341,0.11969726001120762,0.03352442412531149,1,1480,observed
r12ce_g1_2500s,r4_s0,6,head/assembly anchor c; occupied zero-offset site,1304,1304,1301,exact CTMC event; checkpoint-identical replay,1305.9036867595878,1311.1239728644746,5.220286104886782,7.123972864474581,0.7327773707447715,10,1480,observed
r12ce_g1_2500s,r4_s0,7,head/assembly anchor c; occupied zero-offset site,1307,1307,1301,exact CTMC event; checkpoint-identical replay,1309.656352274935,1309.65795155646,0.0015992815249319392,2.6579515564599205,0.0006016970177823687,0,1480,observed
r12ce_g1_2500s,r4_s0,8,head/assembly anchor c; occupied zero-offset site,1312,1312,1301,exact CTMC event; checkpoint-identical replay,1314.7329289453128,1316.854563944291,2.121634998978152,4.8545639442909305,0.43703925281965633,19,1480,observed
r12ce_g1_2500s,r4_s0,9,head/assembly anchor c; occupied zero-offset site,1320,1320,1301,exact CTMC event; checkpoint-identical replay,1320.149076919551,1320.151703558794,0.0026266392430898122,0.15170355879399722,0.01731428889322632,1,1480,observed
r12ce_g1_2500s,r4_s0,10,head/assembly anchor c; occupied zero-offset site,1322,1322,1301,exact CTMC event; checkpoint-identical replay,1323.682245873138,1323.686492527942,0.004246654803864658,1.6864925279419367,0.002518039501216731,1,1480,observed
r12ce_g1_2500s,r4_s0,11,head/assembly anchor c; occupied zero-offset site,1323,1323,1301,exact CTMC event; checkpoint-identical replay,1323.097721576246,1323.0984160502512,0.0006944740052858833,0.0984160502512168,0.007056511651434588,1,1480,observed
r12ce_g1_2500s,r4_s1,1,head/assembly anchor c; occupied zero-offset site,1238,1238,1301,exact CTMC event; checkpoint-identical replay,1303.4074784013305,1303.432933782428,0.02545538109757217,2.4329337824281083,0.010462833506371587,1,1480,observed
